../results/SPEC2006_runbench/lbm.total,L1_D_0,total_hits,8872347525
../results/SPEC2006_runbench/lbm.total,L1_D_0,total_miss,451048063
../results/SPEC2006_runbench/lbm.total,L1_D_0,total_access,9323395588
../results/SPEC2006_runbench/lbm.total,L1_D_0,hit_ratio,95.1622
../results/SPEC2006_runbench/lbm.total,L1_D_0,miss_ratio,4.8378
../results/SPEC2006_runbench/lbm.total,L1_I_0,total_hits,16975584
../results/SPEC2006_runbench/lbm.total,L1_I_0,total_miss,121804
../results/SPEC2006_runbench/lbm.total,L1_I_0,total_access,17097388
../results/SPEC2006_runbench/lbm.total,L1_I_0,hit_ratio,99.2876
../results/SPEC2006_runbench/lbm.total,L1_I_0,miss_ratio,0.7124
../results/SPEC2006_runbench/lbm.total,L2_0,total_hits,173887992
../results/SPEC2006_runbench/lbm.total,L2_0,total_miss,278834861
../results/SPEC2006_runbench/lbm.total,L2_0,total_access,452722853
../results/SPEC2006_runbench/lbm.total,L2_0,hit_ratio,38.4094
../results/SPEC2006_runbench/lbm.total,L2_0,miss_ratio,61.5906
../results/SPEC2006_runbench/lbm.total,L3_0,total_hits,132672392
../results/SPEC2006_runbench/lbm.total,L3_0,total_miss,146162469
../results/SPEC2006_runbench/lbm.total,L3_0,total_access,278834861
../results/SPEC2006_runbench/lbm.total,L3_0,hit_ratio,47.5810
../results/SPEC2006_runbench/lbm.total,L3_0,miss_ratio,52.4190
