../results/SPEC2006_runbench/sjeng.total,L1_D_0,total_hits,14705258521
../results/SPEC2006_runbench/sjeng.total,L1_D_0,total_miss,46043879
../results/SPEC2006_runbench/sjeng.total,L1_D_0,total_access,14751302400
../results/SPEC2006_runbench/sjeng.total,L1_D_0,hit_ratio,99.6879
../results/SPEC2006_runbench/sjeng.total,L1_D_0,miss_ratio,0.3121
../results/SPEC2006_runbench/sjeng.total,L1_I_0,total_hits,4589060
../results/SPEC2006_runbench/sjeng.total,L1_I_0,total_miss,158260
../results/SPEC2006_runbench/sjeng.total,L1_I_0,total_access,4747320
../results/SPEC2006_runbench/sjeng.total,L1_I_0,hit_ratio,96.6663
../results/SPEC2006_runbench/sjeng.total,L1_I_0,miss_ratio,3.3337
../results/SPEC2006_runbench/sjeng.total,L2_0,total_hits,29600813
../results/SPEC2006_runbench/sjeng.total,L2_0,total_miss,20800152
../results/SPEC2006_runbench/sjeng.total,L2_0,total_access,50400965
../results/SPEC2006_runbench/sjeng.total,L2_0,hit_ratio,58.7306
../results/SPEC2006_runbench/sjeng.total,L2_0,miss_ratio,41.2694
../results/SPEC2006_runbench/sjeng.total,L3_0,total_hits,2861056
../results/SPEC2006_runbench/sjeng.total,L3_0,total_miss,17939096
../results/SPEC2006_runbench/sjeng.total,L3_0,total_access,20800152
../results/SPEC2006_runbench/sjeng.total,L3_0,hit_ratio,13.7550
../results/SPEC2006_runbench/sjeng.total,L3_0,miss_ratio,86.2450
